ANNO_SOLARE;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_SPESA;DESCRIZIONE_SPESA;SPESA_LAUREA;SPESA_DOTTORATO;SPESA_SPECIALIZZAZIONE
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;001402001272;"Conservatorio ''Giuseppe Verdi"" di Torino";AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;1;Borse di studio - Spesa per borse concesse;2483105;2822;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;2;Borse di studio - Spesa per borse concesse - di cui Fondo Sociale Europeo;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;27660;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;5;Interventi a favore di studenti in situazione di handicap - Spesa per interventi concessi;5635;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;24300;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;28672;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;1260;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00201;Università degli Studi del Piemonte Orientale Amedeo Avogadro;Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;1;Borse di studio - Spesa per borse concesse;52745;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui Fondo Sociale Europeo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;5;Interventi a favore di studenti in situazione di handicap - Spesa per interventi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;003702003106;"Accademia di Belle Arti Legalmente Riconosciuta ''A.C.M.E."" di Novara";AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;1;Borse di studio - Spesa per borse concesse;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;2;Borse di studio - Spesa per borse concesse - di cui Fondo Sociale Europeo;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;4;Mobilità internazionale - Spesa per contributi concessi;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;5;Interventi a favore di studenti in situazione di handicap - Spesa per interventi concessi;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;00401;Università di Scienze Gastronomiche di Bra (Cn);Ateneo;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;0;0
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;1;Borse di studio - Spesa per borse concesse;192647;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;2;Borse di studio - Spesa per borse concesse - di cui Fondo Sociale Europeo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;5;Interventi a favore di studenti in situazione di handicap - Spesa per interventi concessi;979;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;004702004078;Accademia di Belle Arti Legalmente Riconosciuta di Cuneo;AltaFormazione;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;1;Borse di studio - Spesa per borse concesse;15341;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;2;Borse di studio - Spesa per borse concesse - di cui Fondo Sociale Europeo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;3;Prestiti di onore e altri prestiti agevolati - Spesa per prestiti concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;4;Mobilità internazionale - Spesa per contributi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;5;Interventi a favore di studenti in situazione di handicap - Spesa per interventi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;6;Attività di collaborazione a tempo parziale - Spesa per attività di collaborazioni a tempo parziale;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;7;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;8;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;9;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a idonei non borsisti (non beneficiari di alloggio);0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;10;Posti alloggio e contributi-alloggio - Spesa per contributi-alloggio assegnati - di cui spesa per contributi a studenti non idonei alla borsa;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;11;Altri interventi di tipo finanziario - Spesa per premi per il conseguimento del titolo;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;12;Altri interventi di tipo finanziario - Spesa per contributi finanziari per il trasporto;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;13;Altri interventi di tipo finanziario - Spesa per contributi straordinari;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900101;"Scuola Superiore per Mediatori Linguistici ''Vittoria"" di TORINO";MedLinguistici;14;Altri interventi di tipo finanziario - Spesa per altri sussidi concessi;0;;
2016;01;Piemonte;0101;EDISU del Piemonte;900401;"Scuola Superiore per Mediatori Linguistici (Associazione ''Libera Scuola Sup.re per Mediatori Linguistici"") di CUNEO";MedLinguistici;1;Borse di studio - Spesa per borse concesse;7574;;
2016;01;Piemonte;0101;EDISU del Piemonte;900401;"Scuola Superiore per Mediatori Linguistici (Associazione ''Libera Scuola Sup.re per Mediatori Linguistici"") di CUNEO";MedLinguistici;2;Borse di studio - Spesa per borse concesse - di cui Fondo Sociale Europeo;0;;
